J,R,E,M,algo,runtime,kendalls_tau,mae
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),31,TEMPO,,0.08525252525252519,3.73691463470459
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),32,TEMPO,,0.08303030303030301,3.939393997192383
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),33,TEMPO,,0.08646464646464641,4.122589588165283
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),34,TEMPO,,0.0854545454545454,3.9586777687072754
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),35,TEMPO,,0.11111111111111105,4.720385551452637
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),36,TEMPO,,0.06848484848484843,4.307162761688232
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),37,TEMPO,,0.08929292929292926,3.6556472778320312
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),38,TEMPO,,0.07292929292929284,4.02479362487793
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),39,TEMPO,,0.06949494949494944,4.0647382736206055
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),4,TEMPO,,0.09636363636363626,3.741046905517578
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),40,TEMPO,,0.08202020202020194,4.016529083251953
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),41,TEMPO,,0.08101010101010098,4.241046905517578
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),42,TEMPO,,0.0858585858585858,3.6446280479431152
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),43,TEMPO,,0.08686868686868682,3.7851240634918213
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),44,TEMPO,,0.08929292929292926,4.860881328582764
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),45,TEMPO,,0.09616161616161611,4.196969509124756
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),46,TEMPO,,0.07797979797979793,4.1831955909729
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),47,TEMPO,,0.08222222222222214,4.1267218589782715
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),48,TEMPO,,0.09898989898989896,3.76308536529541
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),49,TEMPO,,0.06949494949494944,4.005509853363037
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),5,TEMPO,,0.08363636363636356,3.5771350860595703
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),6,TEMPO,,0.08222222222222214,3.707988977432251
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),7,TEMPO,,0.07050505050505046,3.9517905712127686
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),8,TEMPO,,0.08505050505050499,3.7438015937805176
726,0.21,Exp 2: Ordinal kj (DM) + EBM + X (Non-Normal),9,TEMPO,,0.08383838383838382,3.7176308631896973
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),0,TEMPO,,0.042828282828282715,2.1831955909729004
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),1,TEMPO,,0.038787878787878705,2.7851240634918213
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),10,TEMPO,,0.04141414141414135,2.6212120056152344
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),11,TEMPO,,0.04606060606060597,3.0853993892669678
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),12,TEMPO,,0.04444444444444434,2.668044090270996
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),13,TEMPO,,0.04666666666666658,2.465564727783203
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),14,TEMPO,,0.03333333333333327,2.809917449951172
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),15,TEMPO,,0.04323232323232318,3.0096418857574463
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),16,TEMPO,,0.03454545454545449,2.5316803455352783
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),17,TEMPO,,0.04141414141414135,2.933884382247925
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),18,TEMPO,,0.04060606060606048,2.7272727489471436
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),19,TEMPO,,0.03737373737373734,2.6873278617858887
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),2,TEMPO,,0.03474747474747464,2.775482177734375
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),20,TEMPO,,0.03656565656565647,2.8112947940826416
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),21,TEMPO,,0.043030303030302974,2.757575750350952
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),22,TEMPO,,0.0446464646464646,2.7093663215637207
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),23,TEMPO,,0.04161616161616155,2.8292009830474854
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),24,TEMPO,,0.038181818181818095,2.679063320159912
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),25,TEMPO,,0.04444444444444434,2.618457317352295
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),26,TEMPO,,0.04020202020202018,2.337465524673462
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),27,TEMPO,,0.042828282828282715,2.3236913681030273
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),28,TEMPO,,0.03959595959595957,2.2988979816436768
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),29,TEMPO,,0.045858585858585765,2.4958677291870117
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),3,TEMPO,,0.04080808080808074,2.444903612136841
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),30,TEMPO,,0.04323232323232318,2.7093663215637207
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),31,TEMPO,,0.04686868686868678,2.571625232696533
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),32,TEMPO,,0.04989898989898983,2.555096387863159
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),33,TEMPO,,0.03838383838383835,2.5303030014038086
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),34,TEMPO,,0.05171717171717166,2.5261707305908203
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),35,TEMPO,,0.04686868686868678,2.819559335708618
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),36,TEMPO,,0.043636363636363584,2.527548313140869
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),37,TEMPO,,0.036969696969696875,2.428374767303467
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),38,TEMPO,,0.04868686868686861,2.7933883666992188
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),39,TEMPO,,0.048888888888888815,2.847107410430908
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),4,TEMPO,,0.03737373737373734,2.6542699337005615
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),40,TEMPO,,0.04141414141414135,2.6088154315948486
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),41,TEMPO,,0.03717171717171708,3.005509614944458
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),42,TEMPO,,0.04323232323232318,2.7038567066192627
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),43,TEMPO,,0.04040404040404033,2.725895404815674
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),44,TEMPO,,0.03959595959595957,2.6542699337005615
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),45,TEMPO,,0.04565656565656562,2.7093663215637207
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),46,TEMPO,,0.04040404040404033,2.5151515007019043
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),47,TEMPO,,0.03999999999999987,2.612947702407837
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),48,TEMPO,,0.03191919191919185,2.612947702407837
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),49,TEMPO,,0.04686868686868678,2.3966941833496094
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),5,TEMPO,,0.0412121212121212,2.5371901988983154
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),6,TEMPO,,0.044242424242424194,2.3567492961883545
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),7,TEMPO,,0.03979797979797972,2.7506887912750244
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),8,TEMPO,,0.03555555555555551,2.4462809562683105
726,0.21,Exp 3: Ordinal kj (Uniform) + EBM + X (Normal),9,TEMPO,,0.03959595959595957,3.252066135406494
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),0,TEMPO,,0.07858585858585854,3.837465524673462
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),1,TEMPO,,0.08040404040404031,6.654270172119141
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),10,TEMPO,,0.07151515151515142,5.338842868804932
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),11,TEMPO,,0.06161616161616157,4.380165100097656
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),12,TEMPO,,0.07858585858585854,4.085399627685547
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),13,TEMPO,,0.06545454545454538,3.8801653385162354
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),14,TEMPO,,0.0672727272727272,4.3168044090271
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),15,TEMPO,,0.07212121212121203,4.691460132598877
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),16,TEMPO,,0.08181818181818173,3.607438087463379
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),17,TEMPO,,0.07999999999999996,4.756198406219482
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),18,TEMPO,,0.07050505050505046,4.933884143829346
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),19,TEMPO,,0.06444444444444442,3.9187328815460205
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),2,TEMPO,,0.06909090909090904,4.3112945556640625
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),20,TEMPO,,0.0759595959595959,3.512396812438965
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),21,TEMPO,,0.07898989898989894,3.987603187561035
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),22,TEMPO,,0.06767676767676761,4.144628047943115
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),23,TEMPO,,0.06848484848484843,3.9077134132385254
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),24,TEMPO,,0.07111111111111107,4.480716228485107
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),25,TEMPO,,0.06929292929292924,4.378787994384766
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),26,TEMPO,,0.06848484848484843,4.725895404815674
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),27,TEMPO,,0.07393939393939386,3.976583957672119
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),28,TEMPO,,0.06989898989898985,4.093663692474365
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),29,TEMPO,,0.05515151515151506,5.195592403411865
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),3,TEMPO,,0.06949494949494944,3.8842976093292236
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),30,TEMPO,,0.07434343434343427,4.325068950653076
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),31,TEMPO,,0.07111111111111107,4.293388366699219
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),32,TEMPO,,0.06383838383838375,3.8388428688049316
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),33,TEMPO,,0.07515151515151508,3.966942071914673
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),34,TEMPO,,0.05595959595959593,3.887052297592163
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),35,TEMPO,,0.08020202020202016,4.011019229888916
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),36,TEMPO,,0.09393939393939388,4.347107410430908
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),37,TEMPO,,0.06828282828282822,3.780991792678833
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),38,TEMPO,,0.07494949494949488,4.542699813842773
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),39,TEMPO,,0.07171717171717168,4.539945125579834
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),4,TEMPO,,0.0888888888888888,3.9366390705108643
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),40,TEMPO,,0.07737373737373732,3.600550889968872
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),41,TEMPO,,0.05797979797979791,4.601928234100342
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),42,TEMPO,,0.057171717171717096,4.082644462585449
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),43,TEMPO,,0.07070707070707061,4.02479362487793
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),44,TEMPO,,0.06989898989898985,3.9696969985961914
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),45,TEMPO,,0.07151515151515142,4.440771579742432
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),46,TEMPO,,0.07232323232323223,4.592286586761475
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),47,TEMPO,,0.06767676767676761,3.7782368659973145
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),48,TEMPO,,0.06787878787878782,4.246556282043457
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),49,TEMPO,,0.07313131313131305,4.655647277832031
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),5,TEMPO,,0.06121212121212116,4.246556282043457
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),6,TEMPO,,0.07939393939393935,4.303030490875244
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),7,TEMPO,,0.07131313131313127,3.9352617263793945
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),8,TEMPO,,0.07414141414141412,4.561983585357666
726,0.21,Exp 4: Ordinal kj (Uniform) + EBM + X (Non-Normal),9,TEMPO,,0.07151515151515142,3.9903581142425537
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,0,TEMPO,,0.08444444444444438,2.9228649139404297
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,1,TEMPO,,0.06989898989898985,3.707988977432251
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,10,TEMPO,,0.10424242424242419,2.65702486038208
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,11,TEMPO,,0.08686868686868682,2.0137741565704346
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,12,TEMPO,,0.10101010101010094,2.4628098011016846
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,13,TEMPO,,0.09171717171717164,2.2906336784362793
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,14,TEMPO,,0.06464646464646456,2.7548208236694336
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,15,TEMPO,,0.09454545454545449,2.443526268005371
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,16,TEMPO,,0.10727272727272724,2.292011022567749
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,17,TEMPO,,0.09414141414141408,2.8002755641937256
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,18,TEMPO,,0.09313131313131306,3.3292009830474854
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,19,TEMPO,,0.09595959595959591,2.7837464809417725
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,2,TEMPO,,0.09090909090909083,2.483471155166626
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,20,TEMPO,,0.09232323232323225,2.641873359680176
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,21,TEMPO,,0.08828282828282824,2.466942071914673
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,22,TEMPO,,0.10565656565656562,2.4738292694091797
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,23,TEMPO,,0.09373737373737367,2.476583957672119
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,24,TEMPO,,0.10222222222222216,2.477961540222168
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,25,TEMPO,,0.10606060606060597,3.1611571311950684
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,26,TEMPO,,0.08868686868686865,3.596418619155884
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,27,TEMPO,,0.09737373737373733,2.4517905712127686
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,28,TEMPO,,0.12222222222222218,2.5798897743225098
726,0.21,Exp 5: Continuous kj (Beta) + Sigmoid,29,TEMPO,,0.09131313131313129,3.538567543029785
